,X,Y,Z
168,15.0,3.0,0.6421324033435230
169,15.0,4.0,-1.230485448262710
170,15.0,5.0,0.5086093929899280
171,15.0,6.0,-0.4253792544747630
172,15.0,7.0,-0.28614135693166800
173,15.0,8.0,2.2218882001895500
174,15.0,9.0,0.6619506377654060
175,15.0,10.0,-0.7378503025727830
176,16.0,0.0,-0.3917737261548690
177,16.0,1.0,-0.014971595210356700
178,16.0,2.0,-0.7235809605237890
179,16.0,3.0,-0.8547320560544700
180,16.0,4.0,-0.37090534390893900
181,16.0,5.0,-0.9449107574338210
182,16.0,6.0,-0.17612102216081600
183,16.0,7.0,-0.8924188276097340
184,16.0,8.0,-1.76197883074328
185,16.0,9.0,-0.6088704613098600
186,16.0,10.0,-0.7367147168026420
187,17.0,0.0,-0.4405334813390710
188,17.0,1.0,1.3394384980103300
189,17.0,2.0,0.814098934153535
190,17.0,3.0,0.39765574300276500
191,17.0,4.0,0.0823953821585216
192,17.0,5.0,-2.253260170435850
193,17.0,6.0,0.6442678344417370
194,17.0,7.0,-0.6202721383165460
195,17.0,8.0,1.394312652890910
196,17.0,9.0,1.6312042459255700
197,17.0,10.0,-1.0001710293232800
198,18.0,0.0,1.5724301182575200
199,18.0,1.0,-0.2055107873538560
200,18.0,2.0,-0.619906223889836
201,18.0,3.0,0.9722056979296340
202,18.0,4.0,0.43312667751430800
203,18.0,5.0,-1.0211653835510700
204,18.0,6.0,-2.180086689417520
205,18.0,7.0,-1.139366198302250
206,18.0,8.0,1.0569566121021300
207,18.0,9.0,0.3789091299877470
208,18.0,10.0,0.814718928010293
209,19.0,0.0,-0.7547783057261520
210,19.0,1.0,0.3598894074815110
211,19.0,2.0,0.7615892618834460
212,19.0,3.0,0.4430436080576030
213,19.0,4.0,-0.6080490821981590
214,19.0,5.0,1.3191672278401400
215,19.0,6.0,-1.4304508766235200
216,19.0,7.0,-1.4869030096576500
217,19.0,8.0,-0.21013714160780900
218,19.0,9.0,-1.58377205302824
219,19.0,10.0,-0.743705897703923
220,20.0,0.0,1.2542598140676800
221,20.0,1.0,-0.12937665625825200
222,20.0,2.0,-0.2578985360396220
223,20.0,3.0,-0.06503308295626290
224,20.0,4.0,-0.7559035316757280
225,20.0,5.0,1.6951299579952100
226,20.0,6.0,-0.7914533534120690
227,20.0,7.0,-0.3094019267507670
228,20.0,8.0,-0.4454287246644380
229,20.0,9.0,1.1021136996412700
230,20.0,10.0,0.25219870611159900
231,21.0,0.0,-0.45578107801128800
232,21.0,1.0,0.930355726661695
233,21.0,2.0,-0.25780256750086800
234,21.0,3.0,1.385351007688410
235,21.0,4.0,-0.20148307048213500
236,21.0,5.0,0.4460252138441270
237,21.0,6.0,-0.7346346532814570
238,21.0,7.0,0.019612408010164600
239,21.0,8.0,-0.7218396656285030
240,21.0,9.0,1.173357152855850
241,21.0,10.0,-1.517184381460250
242,22.0,0.0,-1.454878752457510
243,22.0,1.0,-1.2555476329137200
244,22.0,2.0,-0.1338649529642060
245,22.0,3.0,-0.05867477174506780
246,22.0,4.0,-1.5583792197665200
247,22.0,5.0,0.14026690815937800
248,22.0,6.0,-0.25999911235971300
249,22.0,7.0,0.1815869978215900
250,22.0,8.0,-0.8466094572402440
251,22.0,9.0,0.44395052064689400
252,22.0,10.0,-0.03222501488621850
253,23.0,0.0,0.6022920307148420
254,23.0,1.0,0.1396879756747450
255,23.0,2.0,1.267933960891850
256,23.0,3.0,0.9866169240179550
257,23.0,4.0,0.3553750138776510
258,23.0,5.0,0.6132769196021940
259,23.0,6.0,-1.0863003154983
260,23.0,7.0,1.4860164189414500
261,23.0,8.0,-0.6116663761425860
262,23.0,9.0,0.6432372849580290
263,23.0,10.0,0.5392166934330810
264,24.0,0.0,-0.6061415855836450
265,24.0,1.0,1.5926682192194700
266,24.0,2.0,-0.022328307057352600
267,24.0,3.0,-1.271898280340070
268,24.0,4.0,-0.8506304453609890
269,24.0,5.0,0.34150458077287000
270,24.0,6.0,-1.0018772614836400
271,24.0,7.0,-0.9567354128576540
272,24.0,8.0,-0.5129095370896140
273,24.0,9.0,0.329035775737325
274,24.0,10.0,-0.4510426839235720
275,25.0,0.0,-0.3712679628593440
276,25.0,1.0,1.4736199761846100
277,25.0,2.0,0.1356621799432750
278,25.0,3.0,2.3441630153216800
279,25.0,4.0,0.23353772061081400
280,25.0,5.0,0.6531819558694250
281,25.0,6.0,0.9043237114592260
282,25.0,7.0,0.5694619294710890
283,25.0,8.0,0.8045307355709260
284,25.0,9.0,-0.33633694193525400
285,25.0,10.0,-1.5888982206374500
286,26.0,0.0,-0.09619884698421110
287,26.0,1.0,0.04141300179903750
288,26.0,2.0,1.2506074737370800
289,26.0,3.0,0.7605175678580700
290,26.0,4.0,-1.5830423336232100
291,26.0,5.0,0.9748570105756110
292,26.0,6.0,0.17173776485622300
293,26.0,7.0,0.8631693566624290
294,26.0,8.0,-0.9194616422138440
295,26.0,9.0,-1.8452880648020600
296,26.0,10.0,-1.1343166989414400
297,27.0,0.0,1.3249532786899800
298,27.0,1.0,-0.4231417965242940
299,27.0,2.0,0.27739071115558800
300,27.0,3.0,0.11234331636863600
301,27.0,4.0,-1.3479419203865400
302,27.0,5.0,0.011986830288259000
303,27.0,6.0,0.09084637736746420
304,27.0,7.0,0.9013879711048160
305,27.0,8.0,1.123827039923670
306,27.0,9.0,-1.2328473983978400
307,27.0,10.0,0.46299425728653100
308,28.0,0.0,-0.5322242161356030
309,28.0,1.0,-0.8078944240627500
310,28.0,2.0,-0.2638270896673900
311,28.0,3.0,-0.5303900445844220
312,28.0,4.0,-0.9782838630120160
313,28.0,5.0,0.11952758411096000
314,28.0,6.0,-1.9657002551963700
315,28.0,7.0,-0.47133600845345300
316,28.0,8.0,-1.6886514744194300
317,28.0,9.0,-0.3813199989858210
318,28.0,10.0,-2.0439988434566800
319,29.0,0.0,0.7564812409936860
320,29.0,1.0,1.6361571168972000
321,29.0,2.0,-1.2016723692390000
322,29.0,3.0,0.5401684661060720
323,29.0,4.0,-2.7867496851185000
324,29.0,5.0,1.559661760316220
325,29.0,6.0,-1.234381596266950
326,29.0,7.0,-0.751523207783143
327,29.0,8.0,0.5430850788103470
328,29.0,9.0,1.0635778560065900
329,29.0,10.0,-0.4502658004037690
330,30.0,0.0,0.35286309154443700
331,30.0,1.0,0.1450270707283080
332,30.0,2.0,-0.277624075502332
333,30.0,3.0,-1.1168898731479700
334,30.0,4.0,0.19260876337628000
335,30.0,5.0,-0.3300491511959840
336,30.0,6.0,0.05407391160357270
337,30.0,7.0,0.7211176274994670
338,30.0,8.0,-0.49103206947372000
339,30.0,9.0,-0.8883454080695120
340,30.0,10.0,0.03760555789309140
